"Date","County","Pollutant","Measurement","AQI"
2012-05-04,"Solano","PM2.5",5.5,31
2012-05-05,"Solano","PM2.5",9.8,52
2012-05-06,"Solano","PM2.5",13,58
2012-05-07,"Solano","PM2.5",15.3,63
2012-05-08,"Solano","PM2.5",18.7,69
2012-05-09,"Solano","PM2.5",21.4,74
2012-05-10,"Solano","PM2.5",17,66
2012-05-11,"Solano","PM2.5",17.9,67
2012-05-12,"Solano","PM2.5",11,55
2012-05-13,"Solano","PM2.5",10.2,53
2012-05-14,"Solano","PM2.5",8.9,49
2012-05-15,"Solano","PM2.5",7.8,43
2012-05-16,"Solano","PM2.5",10.5,54
2012-05-17,"Solano","PM2.5",17,66
2012-05-18,"Solano","PM2.5",18.5,69
2012-05-19,"Solano","PM2.5",17.6,67
2012-05-20,"Solano","PM2.5",11.7,56
2012-05-21,"Solano","PM2.5",5,28
2012-05-22,"Solano","PM2.5",6.6,37
2012-05-23,"Solano","PM2.5",7.8,43
2012-05-24,"Solano","PM2.5",6.4,36
2012-05-25,"Solano","PM2.5",5.7,32
2012-05-26,"Solano","PM2.5",11.4,55
2012-05-27,"Solano","PM2.5",6.9,38
2012-05-28,"Solano","PM2.5",3.7,21
2012-05-29,"Solano","PM2.5",9.2,51
2012-05-30,"Solano","PM2.5",11.9,56
2012-05-31,"Solano","PM2.5",13,58
2012-06-05,"Solano","PM2.5",3.8,21
2012-06-06,"Solano","PM2.5",4.9,27
2012-06-07,"Solano","PM2.5",4.6,26
2012-06-08,"Solano","PM2.5",5,28
2012-06-09,"Solano","PM2.5",3.7,21
2012-06-10,"Solano","PM2.5",4.5,25
2012-06-11,"Solano","PM2.5",11.9,56
2012-06-12,"Solano","PM2.5",9.1,51
2012-06-13,"Solano","PM2.5",9.1,51
2012-06-14,"Solano","PM2.5",18.8,69
2012-06-15,"Solano","PM2.5",15,62
2012-06-16,"Solano","PM2.5",15.7,63
2012-06-17,"Solano","PM2.5",8,44
2012-06-18,"Solano","PM2.5",7.2,40
2012-06-19,"Solano","PM2.5",16,64
2012-06-20,"Solano","PM2.5",13.8,60
2012-06-21,"Solano","PM2.5",7.4,41
2012-06-22,"Solano","PM2.5",2.6,14
2012-06-23,"Solano","PM2.5",2,11
2012-06-24,"Solano","PM2.5",2,11
2012-06-25,"Solano","PM2.5",3.8,21
2012-06-26,"Solano","PM2.5",3.6,20
2012-06-27,"Solano","PM2.5",5.4,30
2012-06-28,"Solano","PM2.5",4,22
2012-06-29,"Solano","PM2.5",1.9,11
2012-06-30,"Solano","PM2.5",2.3,13
2012-07-01,"Solano","PM2.5",1.9,11
2012-07-02,"Solano","PM2.5",11.3,55
2012-07-03,"Solano","PM2.5",10.5,54
2012-07-04,"Solano","PM2.5",12.5,57
2012-07-05,"Solano","PM2.5",7.8,43
2012-07-06,"Solano","PM2.5",7.5,42
2012-07-07,"Solano","PM2.5",6.6,37
2012-07-08,"Solano","PM2.5",4.2,23
2012-07-09,"Solano","PM2.5",8.4,47
2012-07-10,"Solano","PM2.5",14.3,61
2012-07-11,"Solano","PM2.5",13.2,59
2012-07-12,"Solano","PM2.5",10.2,53
2012-07-13,"Solano","PM2.5",11,55
2012-07-14,"Solano","PM2.5",6.3,35
2012-07-15,"Solano","PM2.5",4,22
2012-07-16,"Solano","PM2.5",2.5,14
2012-07-17,"Solano","PM2.5",1.9,11
2012-07-18,"Solano","PM2.5",4.2,23
2012-07-19,"Solano","PM2.5",4,22
2012-07-20,"Solano","PM2.5",6.5,36
2012-07-21,"Solano","PM2.5",10.2,53
2012-07-22,"Solano","PM2.5",11.7,56
2012-07-23,"Solano","PM2.5",11.4,55
2012-07-24,"Solano","PM2.5",10.4,53
2012-07-25,"Solano","PM2.5",5.8,32
2012-07-26,"Solano","PM2.5",3.2,18
2012-07-27,"Solano","PM2.5",2.8,16
2012-07-28,"Solano","PM2.5",7.1,39
2012-07-29,"Solano","PM2.5",6,33
2012-07-30,"Solano","PM2.5",10.5,54
2012-07-31,"Solano","PM2.5",10.2,53
2012-08-01,"Solano","PM2.5",10.4,53
2012-08-02,"Solano","PM2.5",9,50
2012-08-03,"Solano","PM2.5",3.8,21
2012-08-04,"Solano","PM2.5",1.9,11
2012-08-05,"Solano","PM2.5",2,11
2012-08-06,"Solano","PM2.5",4.7,26
2012-08-07,"Solano","PM2.5",6.2,34
2012-08-08,"Solano","PM2.5",7.6,42
2012-08-09,"Solano","PM2.5",9.4,52
2012-08-10,"Solano","PM2.5",12.6,58
2012-08-11,"Solano","PM2.5",11.2,55
2012-08-12,"Solano","PM2.5",4.5,25
2012-08-13,"Solano","PM2.5",4.3,24
2012-08-14,"Solano","PM2.5",4.5,25
2012-08-15,"Solano","PM2.5",9.9,52
2012-08-16,"Solano","PM2.5",6,33
2012-08-17,"Solano","PM2.5",5.1,28
2012-08-18,"Solano","PM2.5",4.6,26
2012-08-19,"Solano","PM2.5",3.7,21
2012-08-20,"Solano","PM2.5",5.3,29
2012-08-21,"Solano","PM2.5",6.7,37
2012-08-22,"Solano","PM2.5",5.8,32
2012-08-23,"Solano","PM2.5",6.6,37
2012-08-24,"Solano","PM2.5",12,56
2012-08-25,"Solano","PM2.5",7.4,41
2012-08-26,"Solano","PM2.5",4.6,26
2012-08-27,"Solano","PM2.5",2.9,16
2012-08-28,"Solano","PM2.5",4.3,24
2012-08-29,"Solano","PM2.5",7.9,44
2012-08-30,"Solano","PM2.5",9.6,52
2012-08-31,"Solano","PM2.5",8.3,46
2012-09-01,"Solano","PM2.5",8.5,47
2012-09-02,"Solano","PM2.5",11,55
2012-09-03,"Solano","PM2.5",10.9,54
2012-09-04,"Solano","PM2.5",5.2,29
2012-09-05,"Solano","PM2.5",6.8,38
2012-09-06,"Solano","PM2.5",7.2,40
2012-09-07,"Solano","PM2.5",5.7,32
2012-09-08,"Solano","PM2.5",5.3,29
2012-09-09,"Solano","PM2.5",6.6,37
2012-09-10,"Solano","PM2.5",9.7,52
2012-09-11,"Solano","PM2.5",13.5,59
2012-09-12,"Solano","PM2.5",8.2,46
2012-09-13,"Solano","PM2.5",5.9,33
2012-09-14,"Solano","PM2.5",5.9,33
2012-09-15,"Solano","PM2.5",5.2,29
2012-09-16,"Solano","PM2.5",5.3,29
2012-09-17,"Solano","PM2.5",7.3,41
2012-09-18,"Solano","PM2.5",6,33
2012-09-19,"Solano","PM2.5",8.7,48
2012-09-20,"Solano","PM2.5",10,53
2012-09-21,"Solano","PM2.5",11.3,55
2012-09-22,"Solano","PM2.5",11.6,56
2012-09-23,"Solano","PM2.5",9.5,52
2012-09-24,"Solano","PM2.5",7.1,39
2012-09-25,"Solano","PM2.5",11.3,55
2012-09-26,"Solano","PM2.5",13.5,59
2012-09-27,"Solano","PM2.5",13,58
2012-09-28,"Solano","PM2.5",6.2,34
2012-09-29,"Solano","PM2.5",4.2,23
2012-09-30,"Solano","PM2.5",8.5,47
2012-10-01,"Solano","PM2.5",10.3,53
2012-10-02,"Solano","PM2.5",14.1,60
2012-10-03,"Solano","PM2.5",16.1,64
2012-10-04,"Solano","PM2.5",10.5,54
2012-10-05,"Solano","PM2.5",7,39
2012-10-06,"Solano","PM2.5",5,28
2012-10-07,"Solano","PM2.5",5.2,29
2012-10-08,"Solano","PM2.5",6.7,37
2012-10-09,"Solano","PM2.5",5.8,32
2012-10-10,"Solano","PM2.5",6,33
2012-10-11,"Solano","PM2.5",5.5,31
2012-10-12,"Solano","PM2.5",5.5,31
2012-10-13,"Solano","PM2.5",8.2,46
2012-10-14,"Solano","PM2.5",6,33
2012-10-15,"Solano","PM2.5",3.2,18
2012-10-16,"Solano","PM2.5",2.6,14
2012-10-17,"Solano","PM2.5",7.7,43
2012-10-18,"Solano","PM2.5",7.4,41
2012-10-19,"Solano","PM2.5",2.3,13
2012-10-20,"Solano","PM2.5",5.8,32
2012-10-21,"Solano","PM2.5",6.2,34
2012-10-22,"Solano","PM2.5",3.7,21
2012-10-23,"Solano","PM2.5",3.6,20
2012-10-24,"Solano","PM2.5",3.3,18
2012-10-25,"Solano","PM2.5",6,33
2012-10-26,"Solano","PM2.5",7.2,40
2012-10-27,"Solano","PM2.5",8.7,48
2012-10-28,"Solano","PM2.5",6.9,38
2012-10-29,"Solano","PM2.5",6.4,36
2012-10-30,"Solano","PM2.5",5.7,32
2012-10-31,"Solano","PM2.5",2.3,13
2012-11-01,"Solano","PM2.5",3.7,21
2012-11-02,"Solano","PM2.5",6.5,36
2012-11-03,"Solano","PM2.5",8.3,46
2012-11-04,"Solano","PM2.5",8.8,49
2012-11-05,"Solano","PM2.5",14.3,61
2012-11-06,"Solano","PM2.5",17.6,67
2012-11-07,"Solano","PM2.5",11.9,56
2012-11-08,"Solano","PM2.5",3.8,21
2012-11-09,"Solano","PM2.5",5.5,31
2012-11-10,"Solano","PM2.5",9.8,52
2012-11-11,"Solano","PM2.5",15.6,63
2012-11-12,"Solano","PM2.5",18.5,69
2012-11-13,"Solano","PM2.5",16,64
2012-11-14,"Solano","PM2.5",12,56
2012-11-15,"Solano","PM2.5",18.1,68
2012-11-16,"Solano","PM2.5",23.7,78
2012-11-17,"Solano","PM2.5",4.9,27
2012-11-18,"Solano","PM2.5",9.1,51
2012-11-19,"Solano","PM2.5",9.6,52
2012-11-20,"Solano","PM2.5",3.6,20
2012-11-21,"Solano","PM2.5",4.5,25
2012-11-22,"Solano","PM2.5",13,58
2012-11-23,"Solano","PM2.5",14.3,61
2012-11-24,"Solano","PM2.5",16.5,65
2012-11-25,"Solano","PM2.5",18.5,69
2012-11-26,"Solano","PM2.5",16.9,66
2012-11-27,"Solano","PM2.5",24.9,80
2012-11-28,"Solano","PM2.5",19.6,71
2012-11-29,"Solano","PM2.5",3.5,19
2012-11-30,"Solano","PM2.5",3.3,18
2012-12-01,"Solano","PM2.5",2.9,16
2012-12-03,"Solano","PM2.5",9.7,52
2012-12-04,"Solano","PM2.5",11.6,56
2012-12-05,"Solano","PM2.5",6.3,35
2012-12-06,"Solano","PM2.5",5,28
2012-12-07,"Solano","PM2.5",13.2,59
2012-12-08,"Solano","PM2.5",16.5,65
2012-12-09,"Solano","PM2.5",12.2,57
2012-12-10,"Solano","PM2.5",11.2,55
2012-12-11,"Solano","PM2.5",13.2,59
2012-12-18,"Solano","PM2.5",4.9,27
2012-12-19,"Solano","PM2.5",12.1,57
2012-12-20,"Solano","PM2.5",8.4,47
2012-12-21,"Solano","PM2.5",2.2,12
2012-12-22,"Solano","PM2.5",3.4,19
2012-12-23,"Solano","PM2.5",2,11
2012-12-24,"Solano","PM2.5",8.7,48
2012-12-25,"Solano","PM2.5",13.4,59
2012-12-26,"Solano","PM2.5",2.1,12
2012-12-27,"Solano","PM2.5",13.1,58
2012-12-28,"Solano","PM2.5",15.5,63
2012-12-29,"Solano","PM2.5",12.4,57
2012-12-30,"Solano","PM2.5",23,77
2012-12-31,"Solano","PM2.5",19.1,70
2013-01-01,"Solano","PM2.5",17.2,66
2013-01-02,"Solano","PM2.5",13,58
2013-01-03,"Solano","PM2.5",18.7,69
2013-01-04,"Solano","PM2.5",15.6,63
2013-01-05,"Solano","PM2.5",28.6,87
2013-01-06,"Solano","PM2.5",15.3,63
2013-01-07,"Solano","PM2.5",18.4,68
2013-01-08,"Solano","PM2.5",22.4,76
2013-01-09,"Solano","PM2.5",17.6,67
2013-01-10,"Solano","PM2.5",3.1,17
2013-01-11,"Solano","PM2.5",8,44
2013-01-12,"Solano","PM2.5",12.3,57
2013-01-13,"Solano","PM2.5",13.2,59
2013-01-14,"Solano","PM2.5",11.5,55
2013-01-15,"Solano","PM2.5",26.7,84
2013-01-16,"Solano","PM2.5",32.8,95
2013-01-17,"Solano","PM2.5",25.2,81
2013-01-18,"Solano","PM2.5",15,62
2013-01-19,"Solano","PM2.5",11.1,55
2013-01-20,"Solano","PM2.5",13.7,60
2013-01-21,"Solano","PM2.5",18.9,69
2013-01-22,"Solano","PM2.5",17.3,66
2013-01-23,"Solano","PM2.5",23.9,79
2013-01-24,"Solano","PM2.5",16.5,65
2013-01-25,"Solano","PM2.5",12.3,57
2013-01-26,"Solano","PM2.5",3.9,22
2013-01-27,"Solano","PM2.5",4.3,24
2013-01-28,"Solano","PM2.5",3.6,20
2013-01-29,"Solano","PM2.5",10.4,53
2013-01-30,"Solano","PM2.5",10.1,53
2013-01-31,"Solano","PM2.5",23,77
2013-02-01,"Solano","PM2.5",12.2,57
2013-02-02,"Solano","PM2.5",15.1,62
2013-02-03,"Solano","PM2.5",6.6,37
2013-02-04,"Solano","PM2.5",9.8,52
2013-02-05,"Solano","PM2.5",2.8,16
2013-02-06,"Solano","PM2.5",6.3,35
2013-02-07,"Solano","PM2.5",6,33
2013-02-08,"Solano","PM2.5",7,39
2013-02-09,"Solano","PM2.5",8,44
2013-02-10,"Solano","PM2.5",14.1,60
2013-02-11,"Solano","PM2.5",9.9,52
2013-02-12,"Solano","PM2.5",15.5,63
2013-02-13,"Solano","PM2.5",13.5,59
2013-02-14,"Solano","PM2.5",11.1,55
2013-02-15,"Solano","PM2.5",17,66
2013-02-16,"Solano","PM2.5",16.5,65
2013-02-17,"Solano","PM2.5",8.2,46
2013-02-18,"Solano","PM2.5",5.2,29
2013-02-19,"Solano","PM2.5",3.3,18
2013-02-20,"Solano","PM2.5",4.1,23
2013-02-21,"Solano","PM2.5",6.3,35
2013-02-22,"Solano","PM2.5",8.3,46
2013-02-23,"Solano","PM2.5",4.4,24
2013-02-24,"Solano","PM2.5",5,28
2013-02-25,"Solano","PM2.5",8.6,48
2013-02-26,"Solano","PM2.5",8,44
2013-02-27,"Solano","PM2.5",9.5,52
2013-02-28,"Solano","PM2.5",5.3,29
2013-03-01,"Solano","PM2.5",6.8,38
2013-03-02,"Solano","PM2.5",10.9,54
2013-03-03,"Solano","PM2.5",8,44
2013-03-04,"Solano","PM2.5",6.9,38
2013-03-05,"Solano","PM2.5",3.2,18
2013-03-06,"Solano","PM2.5",4.2,23
2013-03-07,"Solano","PM2.5",7.6,42
2013-03-08,"Solano","PM2.5",7.5,42
2013-03-09,"Solano","PM2.5",5.7,32
2013-03-10,"Solano","PM2.5",8,44
2013-03-11,"Solano","PM2.5",8.9,49
2013-03-12,"Solano","PM2.5",9.4,52
2013-03-13,"Solano","PM2.5",10.2,53
2013-03-14,"Solano","PM2.5",6,33
2013-03-15,"Solano","PM2.5",5.2,29
2013-03-16,"Solano","PM2.5",7.4,41
2013-03-17,"Solano","PM2.5",4,22
2013-03-18,"Solano","PM2.5",7.7,43
2013-03-19,"Solano","PM2.5",6,33
2013-03-20,"Solano","PM2.5",5,28
2013-03-21,"Solano","PM2.5",4.8,27
2013-03-22,"Solano","PM2.5",9.9,52
2013-03-23,"Solano","PM2.5",9.1,51
2013-03-24,"Solano","PM2.5",10,53
2013-03-25,"Solano","PM2.5",5.6,31
2013-03-26,"Solano","PM2.5",3.9,22
2013-03-27,"Solano","PM2.5",5.1,28
2013-03-28,"Solano","PM2.5",3.5,19
2013-03-29,"Solano","PM2.5",5.3,29
2013-03-30,"Solano","PM2.5",4.4,24
2013-03-31,"Solano","PM2.5",4.6,26
2013-04-01,"Solano","PM2.5",2.3,13
2013-04-02,"Solano","PM2.5",4.4,24
2013-04-03,"Solano","PM2.5",5.2,29
2013-04-04,"Solano","PM2.5",3.6,20
2013-04-05,"Solano","PM2.5",3,17
2013-04-06,"Solano","PM2.5",4.3,24
2013-04-07,"Solano","PM2.5",7,39
2013-04-09,"Solano","PM2.5",4.8,27
2013-04-10,"Solano","PM2.5",5.5,31
2013-04-11,"Solano","PM2.5",6.7,37
2013-04-12,"Solano","PM2.5",12.7,58
2013-04-13,"Solano","PM2.5",9.3,51
2013-04-14,"Solano","PM2.5",4.6,26
2013-04-15,"Solano","PM2.5",2.8,16
2013-04-16,"Solano","PM2.5",3.7,21
2013-04-17,"Solano","PM2.5",5.2,29
2013-04-18,"Solano","PM2.5",8.8,49
2013-04-19,"Solano","PM2.5",11,55
2013-04-20,"Solano","PM2.5",8.4,47
2013-04-21,"Solano","PM2.5",13.3,59
2013-04-22,"Solano","PM2.5",12.2,57
2013-04-23,"Solano","PM2.5",7.5,42
2013-04-24,"Solano","PM2.5",9.2,51
2013-04-25,"Solano","PM2.5",5.2,29
2013-04-26,"Solano","PM2.5",9.6,52
2013-04-27,"Solano","PM2.5",8.2,46
2013-04-28,"Solano","PM2.5",12.6,58
2013-04-29,"Solano","PM2.5",11.8,56
2013-04-30,"Solano","PM2.5",10.6,54
2013-05-01,"Solano","PM2.5",12.2,57
2013-05-02,"Solano","PM2.5",18.1,68
2013-05-03,"Solano","PM2.5",19.2,70
2013-05-04,"Solano","PM2.5",17.1,66
2013-05-05,"Solano","PM2.5",10.3,53
2013-05-06,"Solano","PM2.5",8.7,48
2013-05-07,"Solano","PM2.5",11.2,55
2013-05-08,"Solano","PM2.5",5.1,28
2013-05-09,"Solano","PM2.5",8.3,46
2013-05-10,"Solano","PM2.5",9.3,51
2013-05-11,"Solano","PM2.5",10.6,54
2013-05-12,"Solano","PM2.5",8.9,49
2013-05-13,"Solano","PM2.5",7,39
2013-05-14,"Solano","PM2.5",13.5,59
2013-05-15,"Solano","PM2.5",10.7,54
2013-05-16,"Solano","PM2.5",3.8,21
2013-05-17,"Solano","PM2.5",4.4,24
2013-05-18,"Solano","PM2.5",4.3,24
2013-05-19,"Solano","PM2.5",7.1,39
2013-05-20,"Solano","PM2.5",12,56
2013-05-21,"Solano","PM2.5",10.2,53
2013-05-22,"Solano","PM2.5",6.2,34
2013-05-23,"Solano","PM2.5",9.7,52
2013-05-24,"Solano","PM2.5",8.8,49
2013-05-25,"Solano","PM2.5",8.2,46
2013-05-26,"Solano","PM2.5",1.7,9
2013-05-27,"Solano","PM2.5",4.1,23
2013-05-28,"Solano","PM2.5",4.3,24
2013-05-29,"Solano","PM2.5",4.4,24
2013-05-30,"Solano","PM2.5",8.2,46
2013-05-31,"Solano","PM2.5",13.2,59
2013-06-01,"Solano","PM2.5",16.5,65
2013-06-02,"Solano","PM2.5",12.9,58
2013-06-03,"Solano","PM2.5",6.8,38
2013-06-04,"Solano","PM2.5",6.5,36
2013-06-05,"Solano","PM2.5",5.7,32
2013-06-06,"Solano","PM2.5",5,28
2013-06-07,"Solano","PM2.5",11,55
2013-06-08,"Solano","PM2.5",10.5,54
2013-06-09,"Solano","PM2.5",3.5,19
2013-06-10,"Solano","PM2.5",4.6,26
2013-06-11,"Solano","PM2.5",6.5,36
2013-06-12,"Solano","PM2.5",10.8,54
2013-06-13,"Solano","PM2.5",8.3,46
2013-06-14,"Solano","PM2.5",8.6,48
2013-06-15,"Solano","PM2.5",10.1,53
2013-06-16,"Solano","PM2.5",7.1,39
2013-06-17,"Solano","PM2.5",3.7,21
2013-06-18,"Solano","PM2.5",4,22
2013-06-19,"Solano","PM2.5",4.6,26
2013-06-20,"Solano","PM2.5",4.2,23
2013-06-21,"Solano","PM2.5",8.3,46
2013-06-22,"Solano","PM2.5",8.3,46
2013-06-23,"Solano","PM2.5",3.4,19
2013-06-24,"Solano","PM2.5",5.1,28
2013-06-25,"Solano","PM2.5",3.6,20
2013-06-26,"Solano","PM2.5",3.9,22
2013-06-27,"Solano","PM2.5",4,22
2013-06-28,"Solano","PM2.5",8.7,48
2013-06-29,"Solano","PM2.5",9.1,51
2013-06-30,"Solano","PM2.5",10.2,53
2013-07-01,"Solano","PM2.5",8.3,46
2013-07-02,"Solano","PM2.5",9.6,52
2013-07-03,"Solano","PM2.5",7.7,43
2013-07-04,"Solano","PM2.5",17.1,66
2013-07-05,"Solano","PM2.5",17.7,67
2013-07-06,"Solano","PM2.5",11.7,56
2013-07-07,"Solano","PM2.5",9.1,51
2013-07-08,"Solano","PM2.5",7.7,43
2013-07-09,"Solano","PM2.5",7,39
2013-07-10,"Solano","PM2.5",4.6,26
2013-07-11,"Solano","PM2.5",9.2,51
2013-07-12,"Solano","PM2.5",11.3,55
2013-07-13,"Solano","PM2.5",13.2,59
2013-07-14,"Solano","PM2.5",11.1,55
2013-07-15,"Solano","PM2.5",5.3,29
2013-07-16,"Solano","PM2.5",4.5,25
2013-07-17,"Solano","PM2.5",6.5,36
2013-07-18,"Solano","PM2.5",11.2,55
2013-07-19,"Solano","PM2.5",13.9,60
2013-07-20,"Solano","PM2.5",13.6,59
2013-07-21,"Solano","PM2.5",9.6,52
2013-07-22,"Solano","PM2.5",7.1,39
2013-07-23,"Solano","PM2.5",4.9,27
2013-07-25,"Solano","PM2.5",5.2,29
2013-07-26,"Solano","PM2.5",5.8,32
2013-07-27,"Solano","PM2.5",6.2,34
2013-07-28,"Solano","PM2.5",11.2,55
2013-07-29,"Solano","PM2.5",23.5,78
2013-07-30,"Solano","PM2.5",26,82
2013-07-31,"Solano","PM2.5",10.7,54
2013-08-01,"Solano","PM2.5",8.3,46
2013-08-02,"Solano","PM2.5",9.8,52
2013-08-03,"Solano","PM2.5",8.9,49
2013-08-04,"Solano","PM2.5",8.2,46
2013-08-05,"Solano","PM2.5",6,33
2013-08-06,"Solano","PM2.5",5.5,31
2013-08-07,"Solano","PM2.5",3.3,18
2013-08-08,"Solano","PM2.5",3.1,17
2013-08-09,"Solano","PM2.5",3.5,19
2013-08-10,"Solano","PM2.5",2.2,12
2013-08-11,"Solano","PM2.5",5.5,31
2013-08-12,"Solano","PM2.5",8.3,46
2013-08-13,"Solano","PM2.5",11.3,55
2013-08-14,"Solano","PM2.5",8,44
2013-08-15,"Solano","PM2.5",3.8,21
2013-08-16,"Solano","PM2.5",4.1,23
2013-08-17,"Solano","PM2.5",7.3,41
2013-08-18,"Solano","PM2.5",12,56
2013-08-19,"Solano","PM2.5",10.2,53
2013-08-20,"Solano","PM2.5",6.8,38
2013-08-21,"Solano","PM2.5",6.9,38
2013-08-22,"Solano","PM2.5",6.7,37
2013-08-23,"Solano","PM2.5",7.2,40
2013-08-24,"Solano","PM2.5",5.3,29
2013-08-25,"Solano","PM2.5",2.8,16
2013-08-26,"Solano","PM2.5",3.9,22
2013-08-27,"Solano","PM2.5",6,33
2013-08-28,"Solano","PM2.5",4,22
2013-08-29,"Solano","PM2.5",2.3,13
2013-08-30,"Solano","PM2.5",5.3,29
2013-08-31,"Solano","PM2.5",3.5,19
2013-09-01,"Solano","PM2.5",4.7,26
2013-09-02,"Solano","PM2.5",3.8,21
2013-09-03,"Solano","PM2.5",5.6,31
2013-09-04,"Solano","PM2.5",6.2,34
2013-09-05,"Solano","PM2.5",6.4,36
2013-09-11,"Solano","PM2.5",6.9,38
2013-09-12,"Solano","PM2.5",2,11
2013-09-13,"Solano","PM2.5",3.1,17
2013-09-14,"Solano","PM2.5",5.4,30
2013-09-15,"Solano","PM2.5",3,17
2013-09-16,"Solano","PM2.5",4.6,26
2013-09-17,"Solano","PM2.5",4,22
2013-09-18,"Solano","PM2.5",5.6,31
2013-09-19,"Solano","PM2.5",8.1,45
2013-09-20,"Solano","PM2.5",2.9,16
2013-09-21,"Solano","PM2.5",2.1,12
2013-09-22,"Solano","PM2.5",3.8,21
2013-09-23,"Solano","PM2.5",5.1,28
2013-09-24,"Solano","PM2.5",4.2,23
2013-09-25,"Solano","PM2.5",2,11
2013-09-26,"Solano","PM2.5",3.1,17
2013-09-27,"Solano","PM2.5",3.8,21
2013-09-28,"Solano","PM2.5",6.1,34
2013-09-29,"Solano","PM2.5",3.3,18
2013-09-30,"Solano","PM2.5",4.8,27
2013-10-01,"Solano","PM2.5",8.5,47
2013-10-02,"Solano","PM2.5",5.4,30
2013-10-03,"Solano","PM2.5",4.7,26
2013-10-04,"Solano","PM2.5",5.6,31
2013-10-05,"Solano","PM2.5",6.7,37
2013-10-06,"Solano","PM2.5",8,44
2013-10-07,"Solano","PM2.5",6.3,35
2013-10-08,"Solano","PM2.5",7.6,42
2013-10-09,"Solano","PM2.5",6.2,34
2013-10-10,"Solano","PM2.5",10.5,54
2013-10-11,"Solano","PM2.5",10,53
2013-10-12,"Solano","PM2.5",9.9,52
2013-10-13,"Solano","PM2.5",4.2,23
2013-10-14,"Solano","PM2.5",5.4,30
2013-10-15,"Solano","PM2.5",6.1,34
2013-10-16,"Solano","PM2.5",8.3,46
2013-10-17,"Solano","PM2.5",9.2,51
2013-10-18,"Solano","PM2.5",11.3,55
2013-10-19,"Solano","PM2.5",12.2,57
2013-10-20,"Solano","PM2.5",9.1,51
2013-10-21,"Solano","PM2.5",8.2,46
2013-10-22,"Solano","PM2.5",10.8,54
2013-10-23,"Solano","PM2.5",8.2,46
2013-10-24,"Solano","PM2.5",6.4,36
2013-10-25,"Solano","PM2.5",8.9,49
2013-10-26,"Solano","PM2.5",11.4,55
2013-10-27,"Solano","PM2.5",7.8,43
2013-10-28,"Solano","PM2.5",7.4,41
2013-10-29,"Solano","PM2.5",6.8,38
2013-10-30,"Solano","PM2.5",11.8,56
2013-10-31,"Solano","PM2.5",13.7,60
2013-11-01,"Solano","PM2.5",15.3,63
2013-11-02,"Solano","PM2.5",10.8,54
2013-11-03,"Solano","PM2.5",6.7,37
2013-11-04,"Solano","PM2.5",4.7,26
2013-11-05,"Solano","PM2.5",6.3,35
2013-11-06,"Solano","PM2.5",15.2,62
2013-11-07,"Solano","PM2.5",11.7,56
2013-11-08,"Solano","PM2.5",4.7,26
2013-11-09,"Solano","PM2.5",8.7,48
2013-11-10,"Solano","PM2.5",12.5,57
2013-11-11,"Solano","PM2.5",19.4,70
2013-11-12,"Solano","PM2.5",13,58
2013-11-13,"Solano","PM2.5",7.6,42
2013-11-14,"Solano","PM2.5",11,55
2013-11-15,"Solano","PM2.5",6.9,38
2013-11-16,"Solano","PM2.5",5.2,29
2013-11-17,"Solano","PM2.5",8.6,48
2013-11-18,"Solano","PM2.5",8.3,46
2013-11-19,"Solano","PM2.5",7,39
2013-11-20,"Solano","PM2.5",1.3,7
2013-11-21,"Solano","PM2.5",9.4,52
2013-11-22,"Solano","PM2.5",8.1,45
2013-11-23,"Solano","PM2.5",17.4,66
2013-11-24,"Solano","PM2.5",31.7,93
2013-11-25,"Solano","PM2.5",29.9,90
2013-11-26,"Solano","PM2.5",17.3,66
2013-11-27,"Solano","PM2.5",16.4,65
2013-11-28,"Solano","PM2.5",14.7,61
2013-11-29,"Solano","PM2.5",20.2,72
2013-11-30,"Solano","PM2.5",20.5,72
2013-12-01,"Solano","PM2.5",21.5,74
2013-12-02,"Solano","PM2.5",11.6,56
2013-12-03,"Solano","PM2.5",6.4,36
2013-12-04,"Solano","PM2.5",12.9,58
2013-12-05,"Solano","PM2.5",26.2,83
2013-12-06,"Solano","PM2.5",19.7,71
2013-12-07,"Solano","PM2.5",7,39
2013-12-08,"Solano","PM2.5",13.9,60
2013-12-09,"Solano","PM2.5",11.2,55
2013-12-10,"Solano","PM2.5",17.2,66
2013-12-11,"Solano","PM2.5",21.7,74
2013-12-12,"Solano","PM2.5",23.5,78
2013-12-13,"Solano","PM2.5",25.2,81
2013-12-14,"Solano","PM2.5",38,107
2013-12-15,"Solano","PM2.5",33.7,97
2013-12-16,"Solano","PM2.5",28.8,88
2013-12-17,"Solano","PM2.5",38.7,109
2013-12-18,"Solano","PM2.5",16.4,65
2013-12-19,"Solano","PM2.5",5.8,32
2013-12-20,"Solano","PM2.5",12.2,57
2013-12-21,"Solano","PM2.5",17.4,66
2013-12-22,"Solano","PM2.5",31.9,93
2013-12-23,"Solano","PM2.5",39.3,110
2013-12-24,"Solano","PM2.5",31.3,92
2013-12-25,"Solano","PM2.5",36.5,103
2013-12-26,"Solano","PM2.5",18.3,68
2013-12-27,"Solano","PM2.5",18.4,68
2013-12-28,"Solano","PM2.5",19.2,70
2013-12-29,"Solano","PM2.5",18.6,69
2013-12-30,"Solano","PM2.5",35.5,101
2013-12-31,"Solano","PM2.5",42.6,118
