"Date","County","Pollutant","Measurement","AQI"
2020-05-12,"Alameda","Ozone",0.036647,38
2020-05-13,"Alameda","Ozone",0.027458,32
2020-05-13,"Alameda","Ozone",0.026706,32
2020-05-14,"Alameda","Ozone",0.025958,29
2020-05-14,"Alameda","Ozone",0.025647,29
2020-05-15,"Alameda","Ozone",0.034292,41
2020-05-15,"Alameda","Ozone",0.036706,41
2020-05-16,"Alameda","Ozone",0.023167,28
2020-05-16,"Alameda","Ozone",0.020529,26
2020-05-17,"Alameda","Ozone",0.028125,30
2020-05-17,"Alameda","Ozone",0.030941,30
2020-05-18,"Alameda","Ozone",0.034,36
2020-05-18,"Alameda","Ozone",0.033529,36
2020-05-19,"Alameda","Ozone",0.033542,35
2020-05-19,"Alameda","Ozone",0.034647,35
2020-05-20,"Alameda","Ozone",0.03,36
2020-05-20,"Alameda","Ozone",0.029588,36
2020-05-21,"Alameda","Ozone",0.030208,35
2020-05-21,"Alameda","Ozone",0.034118,35
2020-05-22,"Alameda","Ozone",0.03275,42
2020-05-22,"Alameda","Ozone",0.032059,42
2020-05-23,"Alameda","Ozone",0.02975,42
2020-05-23,"Alameda","Ozone",0.032765,42
2020-05-24,"Alameda","Ozone",0.032375,46
2020-05-24,"Alameda","Ozone",0.035,46
2020-05-25,"Alameda","Ozone",0.030917,48
2020-05-25,"Alameda","Ozone",0.034176,48
2020-05-26,"Alameda","Ozone",0.02925,58
2020-05-26,"Alameda","Ozone",0.033118,58
2020-05-27,"Alameda","Ozone",0.028708,42
2020-05-27,"Alameda","Ozone",0.031588,42
2020-05-28,"Alameda","Ozone",0.030792,45
2020-05-28,"Alameda","Ozone",0.033353,45
2020-05-29,"Alameda","Ozone",0.028417,35
2020-05-29,"Alameda","Ozone",0.030471,35
2020-05-30,"Alameda","Ozone",0.024875,25
2020-05-30,"Alameda","Ozone",0.024765,25
2020-05-31,"Alameda","Ozone",0.02575,29
2020-05-31,"Alameda","Ozone",0.027,29
2020-06-01,"Alameda","Ozone",0.02975,44
2020-06-01,"Alameda","Ozone",0.031471,44
2020-06-02,"Alameda","Ozone",0.036083,61
2020-06-02,"Alameda","Ozone",0.040941,61
2020-06-03,"Alameda","Ozone",0.0335,71
2020-06-03,"Alameda","Ozone",0.037,71
2020-06-04,"Alameda","Ozone",0.035458,51
2020-06-04,"Alameda","Ozone",0.040529,51
2020-06-05,"Alameda","Ozone",0.03225,32
2020-06-05,"Alameda","Ozone",0.032235,32
2020-06-06,"Alameda","Ozone",0.031792,31
2020-06-06,"Alameda","Ozone",0.031412,31
2020-06-07,"Alameda","Ozone",0.0275,30
2020-06-07,"Alameda","Ozone",0.026765,30
2020-06-08,"Alameda","Ozone",0.024625,33
2020-06-08,"Alameda","Ozone",0.025353,33
2020-06-09,"Alameda","Ozone",0.025542,44
2020-06-09,"Alameda","Ozone",0.028176,44
2020-06-10,"Alameda","Ozone",0.02175,37
2020-06-10,"Alameda","Ozone",0.024,37
2020-06-11,"Alameda","Ozone",0.020708,24
2020-06-11,"Alameda","Ozone",0.023647,24
2020-06-12,"Alameda","Ozone",0.02975,32
2020-06-12,"Alameda","Ozone",0.030235,32
2020-06-13,"Alameda","Ozone",0.027667,31
2020-06-13,"Alameda","Ozone",0.027471,31
2020-06-14,"Alameda","Ozone",0.021625,26
2020-06-14,"Alameda","Ozone",0.020706,26
2020-06-15,"Alameda","Ozone",0.023708,27
2020-06-15,"Alameda","Ozone",0.026941,27
2020-06-16,"Alameda","Ozone",0.029625,35
2020-06-16,"Alameda","Ozone",0.029,35
2020-06-17,"Alameda","Ozone",0.025708,36
2020-06-17,"Alameda","Ozone",0.027706,36
2020-06-18,"Alameda","Ozone",0.032875,51
2020-06-18,"Alameda","Ozone",0.037294,51
2020-06-19,"Alameda","Ozone",0.032042,46
2020-06-19,"Alameda","Ozone",0.034353,46
2020-06-20,"Alameda","Ozone",0.022625,32
2020-06-20,"Alameda","Ozone",0.022353,32
2020-06-21,"Alameda","Ozone",0.017125,21
2020-06-21,"Alameda","Ozone",0.018294,21
2020-06-22,"Alameda","Ozone",0.02825,44
2020-06-22,"Alameda","Ozone",0.031706,44
2020-06-23,"Alameda","Ozone",0.029583,44
2020-06-23,"Alameda","Ozone",0.032353,44
2020-06-24,"Alameda","Ozone",0.025167,41
2020-06-24,"Alameda","Ozone",0.026235,41
2020-06-25,"Alameda","Ozone",0.022708,38
2020-06-25,"Alameda","Ozone",0.025529,38
2020-06-26,"Alameda","Ozone",0.025875,41
2020-06-26,"Alameda","Ozone",0.028588,41
2020-06-27,"Alameda","Ozone",0.025875,33
2020-06-27,"Alameda","Ozone",0.027529,33
2020-06-28,"Alameda","Ozone",0.024417,29
2020-06-28,"Alameda","Ozone",0.024235,29
2020-06-29,"Alameda","Ozone",0.023375,36
2020-06-29,"Alameda","Ozone",0.025588,36
2020-06-30,"Alameda","Ozone",0.024375,38
2020-06-30,"Alameda","Ozone",0.026471,38
2020-07-01,"Alameda","Ozone",0.026708,41
2020-07-01,"Alameda","Ozone",0.029588,41
2020-07-02,"Alameda","Ozone",0.027667,37
2020-07-02,"Alameda","Ozone",0.029235,37
2020-07-03,"Alameda","Ozone",0.032208,40
2020-07-03,"Alameda","Ozone",0.035294,40
2020-07-04,"Alameda","Ozone",0.0375,58
2020-07-04,"Alameda","Ozone",0.04,58
2020-07-05,"Alameda","Ozone",0.035208,43
2020-07-05,"Alameda","Ozone",0.036294,43
2020-07-06,"Alameda","Ozone",0.030917,35
2020-07-06,"Alameda","Ozone",0.032412,35
2020-07-07,"Alameda","Ozone",0.031875,46
2020-07-07,"Alameda","Ozone",0.032412,46
2020-07-08,"Alameda","Ozone",0.026333,44
2020-07-08,"Alameda","Ozone",0.029176,44
2020-07-09,"Alameda","Ozone",0.028042,47
2020-07-09,"Alameda","Ozone",0.030706,47
2020-07-10,"Alameda","Ozone",0.023875,42
2020-07-10,"Alameda","Ozone",0.027941,42
2020-07-11,"Alameda","Ozone",0.034417,50
2020-07-11,"Alameda","Ozone",0.039176,50
2020-07-12,"Alameda","Ozone",0.032583,58
2020-07-12,"Alameda","Ozone",0.034588,58
2020-07-13,"Alameda","Ozone",0.024417,31
2020-07-13,"Alameda","Ozone",0.026118,31
2020-07-14,"Alameda","Ozone",0.028125,39
2020-07-14,"Alameda","Ozone",0.030176,39
2020-07-15,"Alameda","Ozone",0.027542,39
2020-07-15,"Alameda","Ozone",0.030059,39
2020-07-16,"Alameda","Ozone",0.028417,36
2020-07-16,"Alameda","Ozone",0.030353,36
2020-07-17,"Alameda","Ozone",0.027917,40
2020-07-17,"Alameda","Ozone",0.028941,40
2020-07-18,"Alameda","Ozone",0.032292,47
2020-07-18,"Alameda","Ozone",0.035765,47
2020-07-19,"Alameda","Ozone",0.024292,31
2020-07-19,"Alameda","Ozone",0.024588,31
2020-07-20,"Alameda","Ozone",0.022708,29
2020-07-20,"Alameda","Ozone",0.023588,29
2020-07-21,"Alameda","Ozone",0.020958,29
2020-07-21,"Alameda","Ozone",0.021941,29
2020-07-22,"Alameda","Ozone",0.020417,30
2020-07-22,"Alameda","Ozone",0.021176,30
2020-07-23,"Alameda","Ozone",0.021375,31
2020-07-23,"Alameda","Ozone",0.023059,31
2020-07-24,"Alameda","Ozone",0.021417,29
2020-07-24,"Alameda","Ozone",0.022647,29
2020-07-25,"Alameda","Ozone",0.0275,42
2020-07-25,"Alameda","Ozone",0.030647,42
2020-07-26,"Alameda","Ozone",0.0295,41
2020-07-26,"Alameda","Ozone",0.032706,41
2020-07-27,"Alameda","Ozone",0.028542,42
2020-07-27,"Alameda","Ozone",0.031353,42
2020-07-28,"Alameda","Ozone",0.025792,37
2020-07-28,"Alameda","Ozone",0.027176,37
2020-07-29,"Alameda","Ozone",0.024833,38
2020-07-29,"Alameda","Ozone",0.028706,38
2020-07-30,"Alameda","Ozone",0.026083,37
2020-07-30,"Alameda","Ozone",0.027353,37
2020-07-31,"Alameda","Ozone",0.021333,31
2020-07-31,"Alameda","Ozone",0.021588,31
2020-08-01,"Alameda","Ozone",0.018667,30
2020-08-01,"Alameda","Ozone",0.020471,30
2020-08-02,"Alameda","Ozone",0.020083,29
2020-08-02,"Alameda","Ozone",0.022,29
2020-08-03,"Alameda","Ozone",0.02075,31
2020-08-03,"Alameda","Ozone",0.021824,31
2020-08-04,"Alameda","Ozone",0.02075,23
2020-08-04,"Alameda","Ozone",0.022824,23
2020-08-05,"Alameda","Ozone",0.023083,23
2020-08-05,"Alameda","Ozone",0.023294,23
2020-08-06,"Alameda","Ozone",0.022208,30
2020-08-06,"Alameda","Ozone",0.022529,30
2020-08-07,"Alameda","Ozone",0.0246,41
2020-08-07,"Alameda","Ozone",0.027786,41
2020-08-08,"Alameda","Ozone",0.026167,40
2020-08-08,"Alameda","Ozone",0.028588,40
2020-08-09,"Alameda","Ozone",0.029833,43
2020-08-09,"Alameda","Ozone",0.033412,43
2020-08-10,"Alameda","Ozone",0.025125,34
2020-08-10,"Alameda","Ozone",0.026941,34
2020-08-11,"Alameda","Ozone",0.024875,32
2020-08-11,"Alameda","Ozone",0.025941,32
2020-08-12,"Alameda","Ozone",0.028042,44
2020-08-12,"Alameda","Ozone",0.03,44
2020-08-13,"Alameda","Ozone",0.034375,67
2020-08-13,"Alameda","Ozone",0.040706,67
2020-08-14,"Alameda","Ozone",0.030583,49
2020-08-14,"Alameda","Ozone",0.034824,49
2020-08-15,"Alameda","Ozone",0.032875,64
2020-08-15,"Alameda","Ozone",0.035824,64
2020-08-16,"Alameda","Ozone",0.036833,71
2020-08-16,"Alameda","Ozone",0.041471,71
2020-08-17,"Alameda","Ozone",0.028417,47
2020-08-17,"Alameda","Ozone",0.031588,47
2020-08-18,"Alameda","Ozone",0.02875,54
2020-08-18,"Alameda","Ozone",0.031353,54
2020-08-19,"Alameda","Ozone",0.040917,115
2020-08-19,"Alameda","Ozone",0.045765,115
2020-08-20,"Alameda","Ozone",0.027583,67
2020-08-20,"Alameda","Ozone",0.030059,67
2020-08-21,"Alameda","Ozone",0.028167,74
2020-08-21,"Alameda","Ozone",0.032471,74
2020-08-22,"Alameda","Ozone",0.027667,58
2020-08-22,"Alameda","Ozone",0.030294,58
2020-08-23,"Alameda","Ozone",0.035542,90
2020-08-23,"Alameda","Ozone",0.042588,90
2020-08-24,"Alameda","Ozone",0.024667,44
2020-08-24,"Alameda","Ozone",0.028,44
2020-08-25,"Alameda","Ozone",0.0205,31
2020-08-25,"Alameda","Ozone",0.021765,31
2020-08-26,"Alameda","Ozone",0.023917,31
2020-08-26,"Alameda","Ozone",0.026294,31
2020-08-27,"Alameda","Ozone",0.026792,39
2020-08-27,"Alameda","Ozone",0.028,39
2020-08-28,"Alameda","Ozone",0.03375,87
2020-08-28,"Alameda","Ozone",0.040118,87
2020-08-29,"Alameda","Ozone",0.032625,54
2020-08-29,"Alameda","Ozone",0.037,54
2020-08-30,"Alameda","Ozone",0.032381,46
2020-08-30,"Alameda","Ozone",0.037643,46
2020-08-31,"Alameda","Ozone",0.034316,47
2020-08-31,"Alameda","Ozone",0.034882,47
2020-09-01,"Alameda","Ozone",0.025875,33
2020-09-01,"Alameda","Ozone",0.029059,33
2020-09-02,"Alameda","Ozone",0.031958,42
2020-09-02,"Alameda","Ozone",0.033176,42
2020-09-03,"Alameda","Ozone",0.031625,41
2020-09-03,"Alameda","Ozone",0.032588,41
2020-09-04,"Alameda","Ozone",0.032625,51
2020-09-04,"Alameda","Ozone",0.035588,51
2020-09-05,"Alameda","Ozone",0.030875,67
2020-09-05,"Alameda","Ozone",0.035941,67
2020-09-06,"Alameda","Ozone",0.036083,93
2020-09-06,"Alameda","Ozone",0.040529,93
2020-09-07,"Alameda","Ozone",0.039042,90
2020-09-07,"Alameda","Ozone",0.045471,90
2020-09-08,"Alameda","Ozone",0.032125,49
2020-09-08,"Alameda","Ozone",0.033647,49
2020-09-09,"Alameda","Ozone",0.003667,10
2020-09-09,"Alameda","Ozone",0.002471,5
2020-09-10,"Alameda","Ozone",0.001458,3
2020-09-10,"Alameda","Ozone",0.001941,3
2020-09-11,"Alameda","Ozone",0.019792,41
2020-09-11,"Alameda","Ozone",0.026059,41
2020-09-12,"Alameda","Ozone",0.036,84
2020-09-12,"Alameda","Ozone",0.044059,84
2020-09-13,"Alameda","Ozone",0.036208,61
2020-09-13,"Alameda","Ozone",0.042882,61
2020-09-14,"Alameda","Ozone",0.041458,84
2020-09-14,"Alameda","Ozone",0.043235,84
2020-09-15,"Alameda","Ozone",0.023917,42
2020-09-15,"Alameda","Ozone",0.023529,42
2020-09-16,"Alameda","Ozone",0.015667,33
2020-09-16,"Alameda","Ozone",0.017765,33
2020-09-17,"Alameda","Ozone",0.019643,26
2020-09-17,"Alameda","Ozone",0.022083,26
2020-09-18,"Alameda","Ozone",0.027417,33
2020-09-18,"Alameda","Ozone",0.029529,33
2020-09-19,"Alameda","Ozone",0.02575,36
2020-09-19,"Alameda","Ozone",0.025588,36
2020-09-20,"Alameda","Ozone",0.026875,45
2020-09-20,"Alameda","Ozone",0.030941,45
2020-09-21,"Alameda","Ozone",0.026208,44
2020-09-21,"Alameda","Ozone",0.030118,44
2020-09-22,"Alameda","Ozone",0.025292,36
2020-09-22,"Alameda","Ozone",0.027,36
2020-09-23,"Alameda","Ozone",0.018542,27
2020-09-23,"Alameda","Ozone",0.019941,27
2020-09-24,"Alameda","Ozone",0.025917,30
2020-09-24,"Alameda","Ozone",0.029706,30
2020-09-25,"Alameda","Ozone",0.026875,35
2020-09-25,"Alameda","Ozone",0.025588,35
2020-09-26,"Alameda","Ozone",0.02,35
2020-09-26,"Alameda","Ozone",0.022941,35
2020-09-27,"Alameda","Ozone",0.026333,38
2020-09-27,"Alameda","Ozone",0.027294,38
2020-09-28,"Alameda","Ozone",0.030292,48
2020-09-28,"Alameda","Ozone",0.030882,48
2020-09-29,"Alameda","Ozone",0.03525,87
2020-09-29,"Alameda","Ozone",0.043706,87
2020-09-30,"Alameda","Ozone",0.038583,122
2020-09-30,"Alameda","Ozone",0.046529,122
2020-10-01,"Alameda","Ozone",0.025458,58
2020-10-01,"Alameda","Ozone",0.031294,58
2020-10-02,"Alameda","Ozone",0.022125,48
2020-10-02,"Alameda","Ozone",0.027059,48
2020-10-03,"Alameda","Ozone",0.021417,49
2020-10-03,"Alameda","Ozone",0.026412,49
2020-10-04,"Alameda","Ozone",0.020417,38
2020-10-04,"Alameda","Ozone",0.023059,38
2020-10-05,"Alameda","Ozone",0.019792,40
2020-10-05,"Alameda","Ozone",0.023353,40
2020-10-06,"Alameda","Ozone",0.029042,47
2020-10-06,"Alameda","Ozone",0.035706,47
2020-10-07,"Alameda","Ozone",0.023,30
2020-10-07,"Alameda","Ozone",0.026471,30
2020-10-08,"Alameda","Ozone",0.026375,30
2020-10-08,"Alameda","Ozone",0.027176,30
2020-10-09,"Alameda","Ozone",0.017292,22
2020-10-09,"Alameda","Ozone",0.016353,22
2020-10-10,"Alameda","Ozone",0.018417,22
2020-10-10,"Alameda","Ozone",0.021353,22
2020-10-11,"Alameda","Ozone",0.0205,35
2020-10-11,"Alameda","Ozone",0.021235,35
2020-10-12,"Alameda","Ozone",0.016375,35
2020-10-12,"Alameda","Ozone",0.019412,35
2020-10-13,"Alameda","Ozone",0.022125,45
2020-10-13,"Alameda","Ozone",0.027,45
2020-10-14,"Alameda","Ozone",0.027625,35
2020-10-14,"Alameda","Ozone",0.035412,35
2020-10-15,"Alameda","Ozone",0.034792,38
2020-10-15,"Alameda","Ozone",0.033471,38
2020-10-16,"Alameda","Ozone",0.022792,35
2020-10-16,"Alameda","Ozone",0.020824,35
2020-10-17,"Alameda","Ozone",0.014708,29
2020-10-17,"Alameda","Ozone",0.017294,29
2020-10-18,"Alameda","Ozone",0.025,44
2020-10-18,"Alameda","Ozone",0.029765,44
2020-10-19,"Alameda","Ozone",0.0235,44
2020-10-19,"Alameda","Ozone",0.028059,44
2020-10-20,"Alameda","Ozone",0.019375,41
2020-10-20,"Alameda","Ozone",0.021941,41
2020-10-21,"Alameda","Ozone",0.0155,31
2020-10-21,"Alameda","Ozone",0.018647,31
2020-10-22,"Alameda","Ozone",0.026542,36
2020-10-22,"Alameda","Ozone",0.027118,36
2020-10-23,"Alameda","Ozone",0.022625,34
2020-10-23,"Alameda","Ozone",0.026824,34
2020-10-24,"Alameda","Ozone",0.024875,34
2020-10-24,"Alameda","Ozone",0.028,34
2020-10-25,"Alameda","Ozone",0.029875,32
2020-10-25,"Alameda","Ozone",0.034176,32
2020-10-26,"Alameda","Ozone",0.029375,37
2020-10-26,"Alameda","Ozone",0.027588,37
2020-10-27,"Alameda","Ozone",0.020875,35
2020-10-27,"Alameda","Ozone",0.019294,35
2020-10-28,"Alameda","Ozone",0.015292,38
2020-10-28,"Alameda","Ozone",0.018765,38
2020-10-29,"Alameda","Ozone",0.024583,61
2020-10-29,"Alameda","Ozone",0.03,61
2020-10-30,"Alameda","Ozone",0.023067,80
2020-10-30,"Alameda","Ozone",0.026538,80
2020-10-31,"Alameda","Ozone",0.027583,74
2020-10-31,"Alameda","Ozone",0.032529,74
2020-11-01,"Alameda","Ozone",0.026,71
2020-11-01,"Alameda","Ozone",0.030176,71
2020-11-02,"Alameda","Ozone",0.016625,39
2020-11-02,"Alameda","Ozone",0.019471,39
2020-11-03,"Alameda","Ozone",0.016667,37
2020-11-03,"Alameda","Ozone",0.018765,37
2020-11-04,"Alameda","Ozone",0.011542,27
2020-11-04,"Alameda","Ozone",0.013176,27
2020-11-05,"Alameda","Ozone",0.0195,38
2020-11-05,"Alameda","Ozone",0.023882,38
2020-11-06,"Alameda","Ozone",0.036583,37
2020-11-06,"Alameda","Ozone",0.036882,37
2020-11-07,"Alameda","Ozone",0.032458,35
2020-11-07,"Alameda","Ozone",0.033824,35
2020-11-08,"Alameda","Ozone",0.023583,33
2020-11-08,"Alameda","Ozone",0.019412,33
2020-11-09,"Alameda","Ozone",0.01275,26
2020-11-09,"Alameda","Ozone",0.014647,26
2020-11-10,"Alameda","Ozone",0.018667,25
2020-11-10,"Alameda","Ozone",0.023588,25
2020-11-11,"Alameda","Ozone",0.019042,28
2020-11-11,"Alameda","Ozone",0.017647,28
2020-11-12,"Alameda","Ozone",0.016375,33
2020-11-12,"Alameda","Ozone",0.019412,33
2020-11-13,"Alameda","Ozone",0.019083,30
2020-11-13,"Alameda","Ozone",0.022529,30
2020-11-14,"Alameda","Ozone",0.010958,24
2020-11-14,"Alameda","Ozone",0.012118,24
2020-11-15,"Alameda","Ozone",0.013875,31
2020-11-15,"Alameda","Ozone",0.017059,31
2020-11-16,"Alameda","Ozone",0.015417,29
2020-11-16,"Alameda","Ozone",0.015824,29
2020-11-17,"Alameda","Ozone",0.023083,31
2020-11-17,"Alameda","Ozone",0.026471,31
2020-11-18,"Alameda","Ozone",0.022375,31
2020-11-18,"Alameda","Ozone",0.020353,31
2020-11-19,"Alameda","Ozone",0.015917,25
2020-11-19,"Alameda","Ozone",0.019882,25
2020-11-20,"Alameda","Ozone",0.018167,29
2020-11-20,"Alameda","Ozone",0.015941,29
2020-11-21,"Alameda","Ozone",0.014542,29
2020-11-21,"Alameda","Ozone",0.013,29
2020-11-22,"Alameda","Ozone",0.011542,23
2020-11-22,"Alameda","Ozone",0.014176,23
2020-11-23,"Alameda","Ozone",0.012167,25
2020-11-23,"Alameda","Ozone",0.012882,25
2020-11-24,"Alameda","Ozone",0.01525,26
2020-11-24,"Alameda","Ozone",0.019706,26
2020-11-25,"Alameda","Ozone",0.018333,30
2020-11-25,"Alameda","Ozone",0.015824,30
2020-11-26,"Alameda","Ozone",0.021917,27
2020-11-26,"Alameda","Ozone",0.024588,27
2020-11-27,"Alameda","Ozone",0.010917,23
2020-11-27,"Alameda","Ozone",0.010176,23
2020-11-28,"Alameda","Ozone",0.013167,31
2020-11-28,"Alameda","Ozone",0.016118,31
2020-11-29,"Alameda","Ozone",0.011708,30
2020-11-29,"Alameda","Ozone",0.013941,30
2020-11-30,"Alameda","Ozone",0.00775,20
2020-11-30,"Alameda","Ozone",0.008941,20
2020-12-01,"Alameda","Ozone",0.014375,31
2020-12-01,"Alameda","Ozone",0.014059,31
2020-12-02,"Alameda","Ozone",0.0135,34
2020-12-02,"Alameda","Ozone",0.016647,34
2020-12-03,"Alameda","Ozone",0.011667,29
2020-12-03,"Alameda","Ozone",0.014412,29
2020-12-04,"Alameda","Ozone",0.011292,30
2020-12-04,"Alameda","Ozone",0.013647,30
2020-12-05,"Alameda","Ozone",0.011708,28
2020-12-05,"Alameda","Ozone",0.013882,28
2020-12-06,"Alameda","Ozone",0.013625,30
2020-12-06,"Alameda","Ozone",0.015941,30
2020-12-07,"Alameda","Ozone",0.019083,31
2020-12-07,"Alameda","Ozone",0.017294,31
2020-12-08,"Alameda","Ozone",0.017083,31
2020-12-08,"Alameda","Ozone",0.014824,31
2020-12-09,"Alameda","Ozone",0.020625,39
2020-12-09,"Alameda","Ozone",0.025765,39
2020-12-10,"Alameda","Ozone",0.019625,29
2020-12-10,"Alameda","Ozone",0.023765,29
2020-12-11,"Alameda","Ozone",0.0215,27
2020-12-11,"Alameda","Ozone",0.023118,27
2020-12-12,"Alameda","Ozone",0.014458,24
2020-12-12,"Alameda","Ozone",0.011294,20
2020-12-13,"Alameda","Ozone",0.018458,26
2020-12-13,"Alameda","Ozone",0.024176,26
2020-12-14,"Alameda","Ozone",0.011292,24
2020-12-14,"Alameda","Ozone",0.011059,24
2020-12-15,"Alameda","Ozone",0.006125,16
2020-12-15,"Alameda","Ozone",0.007647,16
2020-12-16,"Alameda","Ozone",0.00725,15
2020-12-16,"Alameda","Ozone",0.008882,15
2020-12-17,"Alameda","Ozone",0.018792,31
2020-12-17,"Alameda","Ozone",0.015471,31
2020-12-18,"Alameda","Ozone",0.012375,27
2020-12-18,"Alameda","Ozone",0.013176,27
2020-12-19,"Alameda","Ozone",0.0095,23
2020-12-19,"Alameda","Ozone",0.011706,23
2020-12-20,"Alameda","Ozone",0.010875,25
2020-12-20,"Alameda","Ozone",0.013059,25
2020-12-21,"Alameda","Ozone",0.006917,19
2020-12-21,"Alameda","Ozone",0.008706,19
2020-12-22,"Alameda","Ozone",0.021542,27
2020-12-22,"Alameda","Ozone",0.026882,27
2020-12-23,"Alameda","Ozone",0.019083,26
2020-12-23,"Alameda","Ozone",0.016235,25
2020-12-24,"Alameda","Ozone",0.010958,19
2020-12-24,"Alameda","Ozone",0.009882,19
2020-12-25,"Alameda","Ozone",0.02175,34
2020-12-25,"Alameda","Ozone",0.03,34
2020-12-26,"Alameda","Ozone",0.021375,34
2020-12-26,"Alameda","Ozone",0.016529,34
2020-12-27,"Alameda","Ozone",0.013958,25
2020-12-27,"Alameda","Ozone",0.017529,25
2020-12-28,"Alameda","Ozone",0.013958,29
2020-12-28,"Alameda","Ozone",0.014353,29
2020-12-29,"Alameda","Ozone",0.009458,24
2020-12-29,"Alameda","Ozone",0.011647,24
2020-12-30,"Alameda","Ozone",0.015625,24
2020-12-30,"Alameda","Ozone",0.021059,24
2020-12-31,"Alameda","Ozone",0.021053,29
2020-12-31,"Alameda","Ozone",0.021167,29
2020-01-01,"Alameda","Ozone",0.008708,19
2020-01-01,"Alameda","Ozone",0.010176,19
2020-01-02,"Alameda","Ozone",0.004542,10
2020-01-02,"Alameda","Ozone",0.005529,10
2020-01-03,"Alameda","Ozone",0.002625,6
2020-01-03,"Alameda","Ozone",0.002824,6
2020-01-04,"Alameda","Ozone",0.010792,22
2020-01-04,"Alameda","Ozone",0.010824,22
2020-01-05,"Alameda","Ozone",0.013375,28
2020-01-05,"Alameda","Ozone",0.015529,28
2020-01-06,"Alameda","Ozone",0.009958,17
2020-01-06,"Alameda","Ozone",0.011588,17
2020-01-07,"Alameda","Ozone",0.01725,28
2020-01-07,"Alameda","Ozone",0.023059,28
2020-01-08,"Alameda","Ozone",0.020875,28
2020-01-08,"Alameda","Ozone",0.026,28
2020-01-09,"Alameda","Ozone",0.013875,21
2020-01-09,"Alameda","Ozone",0.010471,21
2020-01-10,"Alameda","Ozone",0.012333,19
2020-01-10,"Alameda","Ozone",0.016412,19
2020-01-11,"Alameda","Ozone",0.014708,28
2020-01-11,"Alameda","Ozone",0.015353,28
2020-01-12,"Alameda","Ozone",0.017417,26
2020-01-12,"Alameda","Ozone",0.021765,26
2020-01-13,"Alameda","Ozone",0.0265,31
2020-01-13,"Alameda","Ozone",0.031471,31
2020-01-14,"Alameda","Ozone",0.019208,30
2020-01-14,"Alameda","Ozone",0.017118,30
2020-01-15,"Alameda","Ozone",0.017542,30
2020-01-15,"Alameda","Ozone",0.022235,30
2020-01-16,"Alameda","Ozone",0.024917,31
2020-01-16,"Alameda","Ozone",0.022,28
2020-01-17,"Alameda","Ozone",0.017375,22
2020-01-17,"Alameda","Ozone",0.021059,22
2020-01-18,"Alameda","Ozone",0.02525,25
2020-01-18,"Alameda","Ozone",0.025529,25
2020-01-19,"Alameda","Ozone",0.017208,24
2020-01-19,"Alameda","Ozone",0.014647,19
2020-01-20,"Alameda","Ozone",0.004458,10
2020-01-20,"Alameda","Ozone",0.004353,10
2020-01-21,"Alameda","Ozone",0.02,24
2020-01-21,"Alameda","Ozone",0.020941,24
2020-01-22,"Alameda","Ozone",0.017375,20
2020-01-22,"Alameda","Ozone",0.019118,20
2020-01-23,"Alameda","Ozone",0.010208,20
2020-01-23,"Alameda","Ozone",0.005941,16
2020-01-24,"Alameda","Ozone",0.006417,17
2020-01-24,"Alameda","Ozone",0.007882,17
2020-01-25,"Alameda","Ozone",0.013625,20
2020-01-25,"Alameda","Ozone",0.017941,20
2020-01-26,"Alameda","Ozone",0.0225,32
2020-01-26,"Alameda","Ozone",0.022,32
2020-01-27,"Alameda","Ozone",0.0155,26
2020-01-27,"Alameda","Ozone",0.019059,26
2020-01-28,"Alameda","Ozone",0.012958,22
2020-01-28,"Alameda","Ozone",0.013412,22
2020-01-29,"Alameda","Ozone",0.008292,17
2020-01-29,"Alameda","Ozone",0.010118,17
2020-01-30,"Alameda","Ozone",0.006083,12
2020-01-30,"Alameda","Ozone",0.005588,12
2020-01-31,"Alameda","Ozone",0.006167,13
2020-01-31,"Alameda","Ozone",0.008471,13
2020-02-01,"Alameda","Ozone",0.007917,16
2020-02-01,"Alameda","Ozone",0.009647,16
2020-02-02,"Alameda","Ozone",0.025542,31
2020-02-02,"Alameda","Ozone",0.029941,31
2020-02-03,"Alameda","Ozone",0.024292,31
2020-02-03,"Alameda","Ozone",0.029059,31
2020-02-04,"Alameda","Ozone",0.018917,30
2020-02-04,"Alameda","Ozone",0.018235,30
2020-02-05,"Alameda","Ozone",0.009125,17
2020-02-05,"Alameda","Ozone",0.009941,17
2020-02-06,"Alameda","Ozone",0.006417,13
2020-02-06,"Alameda","Ozone",0.007471,13
2020-02-07,"Alameda","Ozone",0.010333,18
2020-02-07,"Alameda","Ozone",0.013529,18
2020-02-08,"Alameda","Ozone",0.018417,24
2020-02-08,"Alameda","Ozone",0.019235,24
2020-02-09,"Alameda","Ozone",0.029542,31
2020-02-09,"Alameda","Ozone",0.028706,31
2020-02-10,"Alameda","Ozone",0.018667,29
2020-02-10,"Alameda","Ozone",0.016647,29
2020-02-11,"Alameda","Ozone",0.018375,27
2020-02-11,"Alameda","Ozone",0.017118,27
2020-02-12,"Alameda","Ozone",0.011167,19
2020-02-12,"Alameda","Ozone",0.013588,19
2020-02-13,"Alameda","Ozone",0.0275,31
2020-02-13,"Alameda","Ozone",0.031412,31
2020-02-14,"Alameda","Ozone",0.018292,31
2020-02-14,"Alameda","Ozone",0.012941,25
2020-02-15,"Alameda","Ozone",0.014708,25
2020-02-15,"Alameda","Ozone",0.017706,25
2020-02-16,"Alameda","Ozone",0.020292,31
